: error 482.133671, percentage 3.44%
Classifier[24] iteration 4571: error 481.218590, percentage 3.44%
Classifier[24] iteration 4572: error 481.216949, percentage 3.44%
Classifier[24] iteration 4573: error 481.215310, percentage 3.44%
Classifier[24] iteration 4574: error 481.213672, percentage 3.44%
Classifier[24] iteration 4575: error 481.212036, percentage 3.44%
Classifier[24] iteration 4576: error 481.210400, percentage 3.44%
Classifier[24] iteration 4577: error 481.208766, percentage 3.44%
Classifier[24] iteration 4578: error 481.207133, percentage 3.44%
Classifier[24] iteration 4579: error 481.205501, percentage 3.44%
Classifier[24] iteration 4580: error 481.203870, percentage 3.44%
Classifier[24] iteration 4581: error 481.202241, percentage 3.44%
Classifier[24] iteration 4582: error 481.200612, percentage 3.44%
Classifier[24] iteration 4583: error 481.198985, percentage 3.44%
Classifier[24] iteration 4584: error 481.197360, percentage 3.44%
Classifier[24] iteration 4585: error 481.195735, percentage 3.44%
Classifier[24] iteration 4586: error 481.194111, percentage 3.44%
Classifier[24] iteration 4587: error 481.192489, percentage 3.44%
Classifier[24] iteration 4588: error 481.190868, percentage 3.44%
Classifier[24] iteration 4589: error 481.189248, percentage 3.44%
Classifier[24] iteration 4590: error 481.187630, percentage 3.44%
Classifier[24] iteration 4591: error 481.186012, percentage 3.44%
Classifier[24] iteration 4592: error 481.184396, percentage 3.44%
Classifier[24] iteration 4593: error 481.182781, percentage 3.44%
Classifier[24] iteration 4594: error 481.181167, percentage 3.44%
Classifier[24] iteration 4595: error 481.179554, percentage 3.44%
Classifier[24] iteration 4596: error 481.177943, percentage 3.44%
Classifier[24] iteration 4597: error 481.176333, percentage 3.44%
Classifier[24] iteration 4598: error 481.174724, percentage 3.44%
Classifier[24] iteration 4599: error 481.173116, percentage 3.44%
Classifier[24] iteration 4600: error 481.171509, percentage 3.44%
Classifier[24] iteration 4601: error 481.169904, percentage 3.44%
Classifier[24] iteration 4602: error 481.168299, percentage 3.44%
Classifier[24] iteration 4603: error 481.166696, percentage 3.44%
Classifier[24] iteration 4604: error 481.165094, percentage 3.44%
Classifier[24] iteration 4605: error 481.163493, percentage 3.44%
Classifier[24] iteration 4606: error 481.161894, percentage 3.44%
Classifier[24] iteration 4607: error 481.160295, percentage 3.44%
Classifier[24] iteration 4608: error 481.158698, percentage 3.44%
Classifier[24] iteration 4609: error 481.157102, percentage 3.44%
Classifier[24] iteration 4610: error 481.155507, percentage 3.44%
Classifier[24] iteration 4611: error 481.153913, percentage 3.44%
Classifier[24] iteration 4612: error 481.152321, percentage 3.44%
Classifier[24] iteration 4613: error 481.150730, percentage 3.44%
Classifier[24] iteration 4614: error 481.149139, percentage 3.44%
Classifier[24] iteration 4615: error 481.147550, percentage 3.44%
Classifier[24] iteration 4616: error 481.145963, percentage 3.44%
Classifier[24] iteration 4617: error 481.144376, percentage 3.44%
Classifier[24] iteration 4618: error 481.142790, percentage 3.44%
Classifier[24] iteration 4619: error 481.141206, percentage 3.44%
Classifier[24] iteration 4620: error 481.139623, percentage 3.44%
Classifier[24] iteration 4621: error 481.138041, percentage 3.44%
Classifier[24] iteration 4622: error 481.136460, percentage 3.44%
Classifier[24] iteration 4623: error 481.134880, percentage 3.44%
Classifier[24] iteration 4624: error 481.133302, percentage 3.44%
Classifier[24] iteration 4625: error 481.131725, percentage 3.44%
Classifier[24] iteration 4626: error 481.130149, percentage 3.44%
Classifier[24] iteration 4627: error 481.128574, percentage 3.44%
Classifier[24] iteration 4628: error 481.127000, percentage 3.44%
Classifier[24] iteration 4629: error 481.125427, percentage 3.44%
Classifier[24] iteration 4630: error 481.123856, percentage 3.44%
Classifier[24] iteration 4631: error 481.122285, percentage 3.44%
Classifier[24] iteration 4632: error 481.120716, percentage 3.44%
Classifier[24] iteration 4633: error 481.119148, percentage 3.44%
Classifier[24] iteration 4634: error 481.117581, percentage 3.44%
Classifier[24] iteration 4635: error 481.116015, percentage 3.44%
Classifier[24] iteration 4636: error 481.114451, percentage 3.44%
Classifier[24] iteration 4637: error 481.112887, percentage 3.44%
Classifier[24] iteration 4638: error 481.111325, percentage 3.44%
Classifier[24] iteration 4639: error 481.109764, percentage 3.44%
Classifier[24] iteration 4640: error 481.108204, percentage 3.44%
Classifier[24] iteration 4641: error 481.106645, percentage 3.44%
Classifier[24] iteration 4642: error 481.105088, percentage 3.44%
Classifier[24] iteration 4643: error 481.103531, percentage 3.44%
Classifier[24] iteration 4644: error 481.101976, percentage 3.44%
Classifier[24] iteration 4645: error 481.100422, percentage 3.44%
Classifier[24] iteration 4646: error 481.098869, percentage 3.44%
Classifier[24] iteration 4647: error 481.097317, percentage 3.44%
Classifier[24] iteration 4648: error 481.095766, percentage 3.44%
Classifier[24] iteration 4649: error 481.094216, percentage 3.44%
Classifier[24] iteration 4650: error 481.092668, percentage 3.44%
Classifier[24] iteration 4651: error 481.091120, percentage 3.44%
Classifier[24] iteration 4652: error 481.089574, percentage 3.44%
Classifier[24] iteration 4653: error 481.088029, percentage 3.44%
Classifier[24] iteration 4654: error 481.086485, percentage 3.44%
Classifier[24] iteration 4655: error 481.084942, percentage 3.44%
Classifier[24] iteration 4656: error 481.083401, percentage 3.44%
Classifier[24] iteration 4657: error 481.081860, percentage 3.44%
Classifier[24] iteration 4658: error 481.080321, percentage 3.44%
Classifier[24] iteration 4659: error 481.078782, percentage 3.44%
Classifier[24] iteration 4660: error 481.077245, percentage 3.44%
Classifier[24] iteration 4661: error 481.075709, percentage 3.44%
Classifier[24] iteration 4662: error 481.074174, percentage 3.44%
Classifier[24] iteration 4663: error 481.072641, percentage 3.44%
Classifier[24] iteration 4664: error 481.071108, percentage 3.44%
Classifier[24] iteration 4665: error 481.069577, percentage 3.44%
Classifier[24] iteration 4666: error 481.068046, percentage 3.44%
Classifier[24] iteration 4667: error 481.066517, percentage 3.44%
Classifier[24] iteration 4668: error 481.064989, percentage 3.44%
Classifier[24] iteration 4669: error 481.063462, percentage 3.44%
Classifier[24] iteration 4670: error 481.061936, percentage 3.44%
Classifier[24] iteration 4671: error 481.060411, percentage 3.44%
Classifier[24] iteration 4672: error 481.058888, percentage 3.44%
Classifier[24] iteration 4673: error 481.057365, percentage 3.44%
Classifier[24] iteration 4674: error 481.055844, percentage 3.44%
Classifier[24] iteration 4675: error 481.054324, percentage 3.44%
Classifier[24] iteration 4676: error 481.052804, percentage 3.44%
Classifier[24] iteration 4677: error 481.051286, percentage 3.44%
Classifier[24] iteration 4678: error 481.049769, percentage 3.44%
Classifier[24] iteration 4679: error 481.048254, percentage 3.44%
Classifier[24] iteration 4680: error 481.046739, percentage 3.44%
Classifier[24] iteration 4681: error 481.045225, percentage 3.44%
Classifier[24] iteration 4682: error 481.043713, percentage 3.44%
Classifier[24] iteration 4683: error 481.042202, percentage 3.44%
Classifier[24] iteration 4684: error 481.040691, percentage 3.44%
Classifier[24] iteration 4685: error 481.039182, percentage 3.44%
Classifier[24] iteration 4686: error 481.037674, percentage 3.44%
Classifier[24] iteration 4687: error 481.036167, percentage 3.44%
Classifier[24] iteration 4688: error 481.034662, percentage 3.44%
Classifier[24] iteration 4689: error 481.033157, percentage 3.44%
Classifier[24] iteration 4690: error 481.031653, percentage 3.44%
Classifier[24] iteration 4691: error 481.030151, percentage 3.44%
Classifier[24] iteration 4692: error 481.028650, percentage 3.44%
Classifier[24] iteration 4693: error 481.027149, percentage 3.44%
Classifier[24] iteration 4694: error 481.025650, percentage 3.44%
Classifier[24] iteration 4695: error 481.024152, percentage 3.44%
Classifier[24] iteration 4696: error 481.022655, percentage 3.44%
Classifier[24] iteration 4697: error 481.021159, percentage 3.44%
Classifier[24] iteration 4698: error 481.019664, percentage 3.44%
Classifier[24] iteration 4699: error 481.018171, percentage 3.44%
Classifier[24] iteration 4700: error 481.016678, percentage 3.44%
Classifier[24] iteration 4701: error 481.015187, percentage 3.44%
Classifier[24] iteration 4702: error 481.013696, percentage 3.44%
Classifier[24] iteration 4703: error 481.012207, percentage 3.44%
Classifier[24] iteration 4704: error 481.010719, percentage 3.44%
Classifier[24] iteration 4705: error 481.009232, percentage 3.44%
Classifier[24] iteration 4706: error 481.007746, percentage 3.44%
Classifier[24] iteration 4707: error 481.006261, percentage 3.44%
Classifier[24] iteration 4708: error 481.004777, percentage 3.44%
Classifier[24] iteration 4709: error 481.003294, percentage 3.44%
Classifier[24] iteration 4710: error 481.001813, percentage 3.44%
Classifier[24] iteration 4711: error 481.000332, percentage 3.44%
Classifier[24] iteration 4712: error 480.998853, percentage 3.44%
Classifier[24] iteration 4713: error 480.997374, percentage 3.44%
Classifier[24] iteration 4714: error 480.995897, percentage 3.44%
Classifier[24] iteration 4715: error 480.994421, percentage 3.44%
Classifier[24] iteration 4716: error 480.992946, percentage 3.44%
Classifier[24] iteration 4717: error 480.991471, percentage 3.44%
Classifier[24] iteration 4718: error 480.989998, percentage 3.44%
Classifier[24] iteration 4719: error 480.988527, percentage 3.44%
Classifier[24] iteration 4720: error 480.987056, percentage 3.44%
Classifier[24] iteration 4721: error 480.985586, percentage 3.44%
Classifier[24] iteration 4722: error 480.984117, percentage 3.44%
Classifier[24] iteration 4723: error 480.982650, percentage 3.44%
Classifier[24] iteration 4724: error 480.981183, percentage 3.44%
Classifier[24] iteration 4725: error 480.979718, percentage 3.44%
Classifier[24] iteration 4726: error 480.978253, percentage 3.44%
Classifier[24] iteration 4727: error 480.976790, percentage 3.44%
Classifier[24] iteration 4728: error 480.975328, percentage 3.44%
Classifier[24] iteration 4729: error 480.973867, percentage 3.44%
Classifier[24] iteration 4730: error 480.972407, percentage 3.44%
Classifier[24] iteration 4731: error 480.970948, percentage 3.44%
Classifier[24] iteration 4732: error 480.969490, percentage 3.44%
Classifier[24] iteration 4733: error 480.968033, percentage 3.44%
Classifier[24] iteration 4734: error 480.966577, percentage 3.44%
Classifier[24] iteration 4735: error 480.965122, percentage 3.44%
Classifier[24] iteration 4736: error 480.963669, percentage 3.44%
Classifier[24] iteration 4737: error 480.962216, percentage 3.44%
Classifier[24] iteration 4738: error 480.960765, percentage 3.44%
Classifier[24] iteration 4739: error 480.959314, percentage 3.44%
Classifier[24] iteration 4740: error 480.957865, percentage 3.44%
Classifier[24] iteration 4741: error 480.956416, percentage 3.44%
Classifier[24] iteration 4742: error 480.954969, percentage 3.44%
Classifier[24] iteration 4743: error 480.953523, percentage 3.44%
Classifier[24] iteration 4744: error 480.952078, percentage 3.44%
Classifier[24] iteration 4745: error 480.950634, percentage 3.44%
Classifier[24] iteration 4746: error 480.949191, percentage 3.44%
Classifier[24] iteration 4747: error 480.947749, percentage 3.44%
Classifier[24] iteration 4748: error 480.946308, percentage 3.44%
Classifier[24] iteration 4749: error 480.944868, percentage 3.44%
Classifier[24] iteration 4750: error 480.943429, percentage 3.44%
Classifier[24] iteration 4751: error 480.941991, percentage 3.44%
Classifier[24] iteration 4752: error 480.940554, percentage 3.44%
Classifier[24] iteration 4753: error 480.939119, percentage 3.44%
Classifier[24] iteration 4754: error 480.937684, percentage 3.44%
Classifier[24] iteration 4755: error 480.936251, percentage 3.44%
Classifier[24] iteration 4756: error 480.934818, percentage 3.44%
Classifier[24] iteration 4757: error 480.933387, percentage 3.44%
Classifier[24] iteration 4758: error 480.931956, percentage 3.44%
Classifier[24] iteration 4759: error 480.930527, percentage 3.44%
Classifier[24] iteration 4760: error 480.929098, percentage 3.44%
Classifier[24] iteration 4761: error 480.927671, percentage 3.44%
Classifier[24] iteration 4762: error 480.926245, percentage 3.44%
Classifier[24] iteration 4763: error 480.924820, percentage 3.44%
Classifier[24] iteration 4764: error 480.923395, percentage 3.44%
Classifier[24] iteration 4765: error 480.921972, percentage 3.44%
Classifier[24] iteration 4766: error 480.920550, percentage 3.44%
Classifier[24] iteration 4767: error 480.919129, percentage 3.44%
Classifier[24] iteration 4768: error 480.917709, percentage 3.44%
Classifier[24] iteration 4769: error 480.916290, percentage 3.44%
Classifier[24] iteration 4770: error 480.914872, percentage 3.44%
Classifier[24] iteration 4771: error 480.913455, percentage 3.44%
Classifier[24] iteration 4772: error 480.912040, percentage 3.44%
Classifier[24] iteration 4773: error 480.910625, percentage 3.44%
Classifier[24] iteration 4774: error 480.909211, percentage 3.44%
Classifier[24] iteration 4775: error 480.907798, percentage 3.44%
Classifier[24] iteration 4776: error 480.906386, percentage 3.44%
Classifier[24] iteration 4777: error 480.904976, percentage 3.44%
Classifier[24] iteration 4778: error 480.903566, percentage 3.44%
Classifier[24] iteration 4779: error 480.902158, percentage 3.44%
Classifier[24] iteration 4780: error 480.900750, percentage 3.44%
Classifier[24] iteration 4781: error 480.899343, percentage 3.43%
Classifier[24] iteration 4782: error 480.897938, percentage 3.43%
Classifier[24] iteration 4783: error 480.896533, percentage 3.43%
Classifier[24] iteration 4784: error 480.895130, percentage 3.43%
Classifier[24] iteration 4785: error 480.893727, percentage 3.43%
Classifier[24] iteration 4786: error 480.892326, percentage 3.43%
Classifier[24] iteration 4787: error 480.890925, percentage 3.43%
